movieId,tagenc
105733,904 
105742,1076 10936 11812 4692 15635 7433 8714 10936 8714 11482 13841 8714 904 
105744,628 7384 11535 
105746,904 
105748,904 
105755,12888 6909 16835 18904 1265 11600 13492 4071 15128 17389 1909 11704 9752 7425 16988 11600 13492 15128 
105765,
105767,12596 16253 16484 
105769,8989 9593 11491 789 9810 11704 7724 136 8989 9810 11704 11860 7014 18934 10132 11860 7014 18934 14586 15742 18504 
105772,9312 893 12942 14778 15146 18090 
105776,5269 17236 3404 5269 17236 17282 
105792,7121 
105794,15357 904 
105796,3087 
105799,9463 13699 16484 16867 11966 
105801,9089 2322 13039 13152 14279 2322 13152 14279 2025 
105803,955 2930 3221 12885 4588 5847 8198 8798 
105805,11157 11570 12860 13665 17863 380 15988 
105811,3220 3221 4588 14776 8198 
105813,3176 3220 3221 4588 8198 18625 
105825,11328 14331 6794 16584 
105827,11927 3221 4588 5672 16009 8198 
105835,10695 10960 11635 17386 17937 10695 10695 10960 17937 6853 10960 9810 11635 2385 17937 17937 10695 10960 17937 
105837,3220 904 905 3220 3221 4588 14495 8198 
105844,9810 10695 3296 17364 10027 10183 10695 10703 1654 5457 18400 9821 1265 10695 10956 3296 13204 17364 1654 3296 3461 5457 5983 6312 7656 7787 1654 5457 10132 9821 13480 15714 16364 9821 3296 17364 9810 1265 18400 10695 10956 11663 13480 15714 9810 9821 1265 5457 17364 7787 7787 9810 9821 1265 10695 11663 3296 5457 15714 17364 7787 9821 9810 17364 5804 136 17364 10695 10253 9821 13459 17364 8392 1654 10769 17364 13204 
105849,
105855,9810 
105863,8954 14831 8954 14831 
105869,9862 19170 9429 9821 2071 17139 19277 9429 9821 2071 19170 18113 
105873,
105884,
105886,
105888,791 4621 11795 3329 
105906,8823 110 17632 
105911,2350 
105915,16484 
105928,4096 
105936,3221 4588 8198 
105938,409 3221 4588 8198 
105943,12606 12610 12606 12610 16026 16479 
105945,1197 
105950,3345 
105952,11592 14892 16570 16570 
105954,17218 17486 3886 8416 15386 6989 17486 10253 9004 
105959,608 5003 14900 17754 
105961,3221 4588 5672 8198 
105963,904 3221 4588 5672 18251 8198 
105968,8996 2069 9818 11081 12016 13204 16484 16867 18039 
105982,15353 
105985,17528 
105987,11704 11595 
106002,8990 10609 10765 9110 10281 12650 3480 16017 16862 18556 18979 9110 9810 17528 16016 17528 9810 16016 17796 6085 8339 6085 16017 8339 9106 9110 11351 12574 12650 15589 18447 18979 8957 9110 9810 10700 9110 3480 17528 18556 8990 9810 10609 10765 16016 8339 19258 3068 10609 16016 12217 9110 9810 10281 12650 14646 6085 15589 16806 17528 8990 9106 9110 9810 10609 11351 3254 12752 14646 17528 18556 11351 3480 18110 19258 12650 17528 10253 9110 17528 18556 18979 905 2025 3717 3714 9810 6085 10281 10765 3480 15589 16016 
106004,904 
106011,11229 17236 9297 17236 9297 13107 18413 6508 17236 
106017,
106019,9637 
106022,687 12464 6508 17236 17237 6508 17236 904 905 
106028,16524 
106030,19341 13554 5269 
106032,13162 17047 
106046,6745 
106048,5555 16381 7947 
106052,1647 
106054,
106057,463 
106059,4087 
106062,13174 13735 17796 17769 13151 13735 17795 4128 17796 10132 13151 13174 13735 17796 13151 13735 16004 16351 
106066,119 9810 10132 2574 
106068,1547 1713 13204 16484 8798 13195 4524 5781 16974 8798 
106072,9110 9741 1677 13358 13361 4608 5298 5760 16265 17264 17904 18712 18928 18932 19010 440 9733 9741 1677 13358 13361 5298 17904 8221 18712 9110 9733 9741 5298 17904 18712 10059 13361 3748 3943 16265 18928 18932 1677 5298 8221 1677 3748 5298 8221 1677 3748 3943 8221 14427 17904 1029 10877 14427 17904 9110 1677 12908 13358 13361 4608 5298 5760 8221 18928 18932 19010 4510 5298 5107 17904 8221 9110 10877 3748 17904 18212 18712 18928 19010 10877 4608 5760 17904 440 9110 1677 4608 5760 7740 8221 5298 929 1633 1912 4608 5760 6622 9110 12908 13358 18928 12908 17264 17904 18928 19010 17904 8221 19010 9110 5004 14427 17904 2300 3717 3715 1677 3943 5298 17904 8221 16589 3748 5298 5107 17904 14427 
106074,14460 19328 
106076,13204 16867 18065 19328 
106082,13204 16867 18065 19328 
106094,904 3220 3221 3590 4588 14495 5383 5672 7539 8198 8203 
106098,13204 3861 16484 16867 19328 
106100,18370 18384 288 11326 11535 13600 17450 18370 18384 11666 18761 19202 11535 13600 5351 17450 4045 5351 17450 288 18370 18384 11326 2767 18456 18400 288 4045 5351 4045 4109 5351 17450 18370 18384 19050 11326 11757 288 11535 136 288 5351 18370 5351 17450 19050 5351 18520 14972 288 9989 11326 11535 13262 14502 8051 8392 11092 11704 15529 18452 11535 5351 14502 
106107,5831 13204 14460 16867 19328 
106109,1411 11053 11055 11666 13195 13204 13361 4770 17978 11053 11666 13195 13361 
106111,16797 17658 4833 
106113,5426 14912 14935 16662 
106115,13204 16867 19328 
106144,
106147,12632 3006 13324 14544 16679 
106156,4559 2620 5004 15442 
106158,10011 
106160,
106163,8954 17450 18225 18899 
106165,9885 11157 11926 9885 11592 12417 1037 12417 17959 
106170,2656 15353 
106173,10854 15904 
106188,8996 3481 904 
106193,904 
106195,10890 7291 10890 15973 18979 12967 16299 9469 10890 18683 9469 15148 7291 
106197,11761 12168 14556 5814 5822 17884 19271 
106200,11326 17789 11326 17789 13373 3689 5047 15006 5817 
106204,4734 11286 11290 16584 
106208,15520 
106210,11279 11326 11663 14963 18229 
106212,7146 9463 10571 13699 3865 4194 5539 16484 16867 19328 
106214,14090 
106220,2453 8725 13595 7721 17658 
106222,12541 14144 16552 18636 4068 14144 7720 
106226,
106228,
106230,14843 904 
106234,8989 9518 9976 9810 1587 15520 
106236,11685 19176 
106240,18007 8055 18251 19010 606 18007 8055 18251 19010 606 18251 18251 18007 8055 18251 19010 10254 
106243,904 3220 3221 4588 14495 5383 8198 
106245,412 3858 
106254,
106256,4360 126 9810 8386 
106268,14935 
106270,904 
106295,10020 1731 2378 19193 904 
106297,10721 11660 12200 12696 14336 14970 15510 7153 7682 18499 18979 11660 
106300,10721 12200 14336 5130 14970 15510 7153 17560 18499 19193 
106302,9452 
106306,14843 
106310,15357 
106320,18789 
106326,16982 
106330,12502 4853 15352 12502 15352 12502 4853 7425 16988 
106332,419 14935 904 
106334,8996 15825 6867 9818 7486 14681 
106344,14525 15651 17439 15651 
106353,13600 14127 9057 
106365,904 
106369,12123 16584 18065 
106374,11326 14257 
106405,12596 3074 13267 
106407,3999 
106417,12596 3072 12611 14373 
106421,7280 
106423,
106431,
106438,9463 10656 11048 365 4531 7780 8008 8984 9463 9821 10656 11048 4531 16484 11667 9463 10656 11048 11667 9821 11048 11667 4531 15280 7750 9821 10011 1547 1713 3830 13841 4533 15610 17744 9810 1547 1713 11048 3830 13841 15360 16484 18520 4531 7780 136 9463 1713 11048 3830 8641 8984 9463 4533 11667 3830 4531 16484 9749 9014 9821 3830 16484 905 9810 9821 10011 11667 16751 17744 18520 
106441,8989 18413 8989 17084 14990 18413 9369 10164 10608 17084 1310 3103 18413 8989 14990 9810 10120 3162 8798 18413 10120 3103 5781 19271 8989 14990 18413 8798 
106443,11669 
106450,
106452,9879 10020 4221 6529 16484 6529 9879 9879 15751 9879 10020 4221 6345 6529 16484 6345 15751 9879 10020 137 9879 10020 6345 6529 
106464,17237 
106471,9303 9808 12016 12203 14769 15783 
106473,8957 9297 9303 9303 9808 12203 15783 
106475,867 11113 11132 11570 16924 17925 17952 17954 
106483,904 
106487,8954 12036 4158 18928 8793 327 9810 11763 11767 4158 16593 16685 17450 17918 16685 8793 8980 4158 9810 16685 17450 4158 9810 11763 17450 11763 12036 17779 18078 4158 11055 8954 9810 11763 18928 17918 327 8954 12036 4158 6817 18928 327 8954 8989 9260 9598 1029 1427 11055 11763 11767 12036 12557 4158 14138 6192 6202 6203 6215 15787 6817 16593 16685 16909 16913 16980 17450 17779 18078 18227 18928 8793 327 11763 11767 4158 16685 17779 12679 8989 9810 11763 16593 17779 8793 2905 4158 6817 11763 11767 4158 18928 327 4158 17450 18928 4158 16593 8954 12036 16593 15491 16118 16593 9810 11763 1427 11453 11763 2770 12967 18928 327 17779 8793 11763 4158 9810 11763 11767 18928 4158 8954 12036 4158 4158 16593 8954 11443 17285 17560 18078 17779 11763 13459 3714 15656 11763 9810 11763 17450 
106489,8989 9550 15309 12200 13222 3733 6082 6422 18326 8957 8989 9025 9550 11642 11930 12200 6422 11642 18326 9025 11660 11930 12200 8205 18326 18334 9810 15309 18699 8989 9025 9550 9810 18326 11642 6422 10132 18326 8989 11659 12062 19051 9025 1062 11660 12200 5015 5280 6082 2428 9025 9810 9908 11659 12464 13222 14268 5280 15309 8205 18326 11659 13584 16994 8957 11642 14268 17909 6422 18326 9025 12200 8957 8989 9025 9810 11642 2718 12200 7751 8205 18326 9025 9550 11659 11930 12200 8205 9025 11930 14268 15309 6422 18326 15919 18326 9810 2718 9810 11660 12464 14198 8205 18699 8989 9025 9550 9810 11642 11659 11660 11930 12200 13222 15309 8205 18326 9908 2428 5280 15309 11659 8205 9810 12200 5280 6422 18334 9550 11642 12200 7751 334 2277 8274 9025 9550 9810 2334 11659 11930 12200 3662 3733 14198 5280 15309 6422 18334 19324 9810 12203 13459 8989 9550 167 3715 10132 7751 18326 18326 11659 2718 14268 15309 7751 8985 15733 18326 18330 16589 11659 5280 2718 
106491,9440 1492 12087 3597 4651 17814 9440 11055 12200 4651 7274 11886 12200 12651 14422 18928 1461 1814 4651 7274 4651 12200 7274 18928 11055 11749 12200 1492 9303 10401 14257 16685 17912 16584 16781 11055 3597 4651 16050 
106493,8989 9810 5767 
106498,10721 12200 14336 5130 14970 15510 15783 16735 7682 
106503,7146 14506 16867 19328 9463 16349 16867 
106510,
106515,
106517,
106519,8714 
106521,18251 
106540,15645 17575 8538 11663 13107 15645 17575 8538 15645 17575 18406 8538 4683 16516 
106542,11860 14257 8944 
106549,
106559,15349 15353 
106561,8962 3665 17202 17904 18917 
106565,12068 12541 5912 16974 17236 18789 
106579,
106581,3087 
106583,904 
106590,14743 
106614,
106616,11199 
106620,11663 11763 12557 15589 15950 15969 16022 16656 16862 
106634,9818 
106642,159 11918 16152 17075 17081 18251 2184 2338 2184 2338 16862 18251 2338 18251 2184 2338 16862 17075 18251 6228 10756 2338 13626 16862 18246 18251 2338 2338 9808 2338 11918 15748 18251 7949 
106646,3459 
106648,12081 
106676,
106680,11592 11595 
106682,5716 
106684,2592 
106686,
106690,3554 
106696,9297 9865 10508 2317 12285 3739 14910 14926 15610 16712 17264 17749 18203 18700 18943 19280 8649 2317 16712 17264 9865 2317 15610 18700 9297 9865 2317 12285 14926 3739 5704 9297 9865 2317 12285 17749 18203 18943 10508 10764 10765 14910 18203 19280 9297 2317 14336 17328 9297 2317 13401 14336 14926 16072 16712 17330 17432 18509 19183 9297 11229 14910 14910 15757 9865 2317 19280 14910 17330 9297 2317 14910 14926 17264 17330 12285 9865 12285 14926 9297 2317 14926 1668 4159 9865 12285 15610 17749 9297 9865 10508 14910 15610 17749 17971 18203 18700 18943 19280 9865 12285 14926 9297 2317 12285 14910 17264 17330 14926 15757 16712 17264 19184 12285 14926 9865 14910 17330 697 884 2277 7371 8275 10765 2317 14926 17264 2317 12203 11055 12783 12938 4159 17328 17330 18509 13401 14336 19184 9297 884 2317 14910 17264 9297 9865 2317 12783 14926 17264 18943 9297 12203 14910 14926 17328 17330 8275 19280 
106698,7304 3222 15120 
106702,9144 11946 12908 12936 8398 18668 
106704,904 
106722,419 13204 15904 16298 16991 904 
106727,447 447 
106729,2025 
106736,12078 
106739,10350 15453 16584 16611 8350 6272 7601 8350 
106741,7601 8350 
106745,8989 9810 15753 5064 9810 
106747,136 
106749,11666 14578 15219 1810 11326 14235 18631 7425 16988 1810 11326 18631 
106753,
106762,9303 9303 10150 11406 12203 19105 
106766,1835 11395 10132 12411 10132 12411 9469 1835 12411 14935 9469 10695 1835 9469 10434 1835 11395 12541 6125 9469 10695 1835 12541 6125 15719 18400 1835 10132 12411 14935 9469 12411 12541 6125 12411 5190 14935 5822 5822 9469 1835 2335 12411 12541 4359 4576 14935 5822 6125 16589 12411 17937 1835 10434 11395 15719 9469 10132 10434 11395 12411 5822 
106768,904 
106782,5988 11704 12950 595 755 4927 5988 17769 755 9821 11704 2995 12950 4927 5286 5988 7816 18520 18928 8615 2995 4927 5286 18928 755 11795 12950 4927 5220 5988 5994 16127 17450 7816 17769 755 2425 2995 4090 4927 5220 5286 5351 6079 6935 7328 7472 7816 9821 5286 14762 15563 18733 18928 11142 17325 9810 5286 18520 755 4927 5286 755 9821 4927 5286 5351 7816 17769 11704 12950 14198 14633 5988 16127 5988 9821 18945 6089 9821 11704 2995 4927 5286 4927 5286 18520 8273 4927 5988 5286 14990 13632 16162 9821 11704 2995 12950 4927 5286 5988 7816 11704 12339 2995 5988 4927 5988 17512 8615 2995 5286 18520 9821 11704 12950 4927 5286 5351 18520 4449 5286 4449 4927 5286 4449 4927 5286 18928 18733 13504 15563 6172 2995 11055 4449 4927 16893 8273 18928 8615 9821 4927 5286 18928 595 755 12114 5009 17450 9936 11704 13632 16127 8615 595 11142 13504 4449 4904 6079 16107 18733 18733 9810 11704 12936 14198 15353 18520 5804 4927 16127 7816 12950 5988 5994 18520 8615 9821 11795 12339 13504 14077 5286 16107 17140 18683 8615 4927 11704 9821 2995 4927 5286 5988 9810 9821 11704 11795 12950 4927 5286 5988 5994 16127 7816 18520 18928 9821 11704 13459 17725 7816 8615 11704 16589 5286 1019 11704 14762 5988 5994 14712 16552 18683 5988 5994 16552 8615 
106785,3974 4065 10382 11704 16584 18612 12238 12263 10770 9810 11704 
106822,2934 
106839,9989 380 9989 7659 16589 
106841,10049 11682 12174 13360 14828 16958 10049 14574 10132 14574 12174 4543 14574 14828 16958 4421 10049 10132 4543 14574 15164 17932 10049 10132 11682 13360 4543 14574 6027 14574 4543 14574 
106848,3033 4588 
106850,1955 4685 10052 10056 12579 14449 16781 16974 19305 8864 
106852,1955 4648 10052 12524 16974 8864 
106859,
106861,9989 
106863,
106868,14083 15846 
106870,12456 17032 17032 
106873,9866 11932 3570 17909 9866 10960 13555 15744 18601 9866 10960 11932 17909 18601 
106881,15357 
106883,9158 
106889,8016 8016 11966 9418 11592 
106892,8915 14506 904 
106895,9985 3370 5052 
106906,3033 4035 4588 6087 16201 9676 13756 13890 
106914,16045 
106916,201 9217 9821 10941 1897 11048 13991 14198 14739 5814 6269 15904 6565 7328 7609 17386 17512 4158 1269 1704 2168 4158 201 602 755 1269 1704 1897 5034 6565 7328 7656 9821 10011 1704 11055 15904 1704 6629 201 11048 2168 4178 15904 1269 4158 17512 119 1269 1704 2168 4158 4178 5034 15904 9821 1269 1704 10941 11048 4158 5034 7609 755 10011 1704 13991 5034 17512 755 9821 10941 11048 9349 10941 6565 17512 14198 602 4178 13991 6269 17512 1269 1704 5034 15904 17386 17512 9821 1029 10011 1269 1704 10941 11048 2168 11491 4158 4178 5034 14739 5814 15904 6629 6637 6645 6651 7424 9217 1029 1704 10941 4158 4178 14198 15904 9217 9821 1704 6565 18400 10011 1269 1704 4158 5034 2168 755 9821 1704 17512 755 9821 10941 2168 12923 5814 15904 1704 4178 7609 1704 4158 9217 755 11055 4158 9217 11055 4158 14132 17512 10011 1704 10941 10941 11048 15904 9821 9217 1269 4158 9217 1269 1704 10941 11048 11055 4158 4178 14132 5034 14739 5814 17512 9217 1269 1704 10941 4158 9217 755 9821 1269 1704 11048 2168 2010 4158 5034 5814 15904 9821 10941 11048 5814 16685 8392 905 2025 9217 4158 
106918,1055 10132 3334 3743 17937 379 3334 3743 13455 13600 14334 14831 5822 15750 15751 15963 16516 16846 17937 18477 19243 379 3743 13455 13600 14334 14831 5822 15750 15751 15963 16846 17937 18477 18928 19243 1055 2123 3743 13455 13600 5822 16516 17937 18928 15380 15834 10132 11303 13455 13600 18928 379 1055 2123 3334 3743 13455 13600 14831 5822 15749 15750 15751 16516 18477 18928 16846 17512 10341 5727 13455 15834 18928 16516 1055 13600 15751 18477 3743 16846 17937 18928 1055 3743 13600 15751 16846 17937 18928 19243 18477 15380 3743 18477 18928 13600 15963 3743 13600 1055 3334 3743 1055 3334 3743 13455 18928 13600 17937 16685 18477 8392 16589 3334 3743 13455 13600 15750 15963 16846 18928 13455 14334 15749 19243 
106920,11763 13290 602 9426 9865 10011 3679 13808 14195 5021 14257 14485 15506 15513 15742 16197 16265 7333 16862 18225 9426 10011 11763 12087 3679 14099 14195 14257 14485 15506 15513 15742 16016 16197 16265 16751 16862 18225 18459 8954 9394 9426 13808 7333 16889 11886 15506 16265 9426 9865 10011 13808 14195 16197 7333 16862 9426 14195 14485 15513 16685 16862 16868 18066 18225 10011 15742 16265 7333 10011 16197 16685 9426 18225 10132 14942 16016 18712 9426 10465 15753 13808 15400 7333 7695 18459 16016 14195 16197 18225 11763 15506 9426 9734 10011 3679 14195 14485 15513 15742 16016 16197 16868 18066 18225 18400 18712 9426 9865 10011 13808 14195 14257 14485 15506 16265 16685 7333 16862 18225 15506 15742 16197 16862 18225 18459 9426 16197 16265 16862 18225 9426 10011 16016 18225 602 9865 14195 15742 7333 18225 9426 13150 15742 15906 16862 9426 9865 3679 14195 14485 15742 16197 7333 18225 13808 7333 18225 14195 16862 10011 14257 16751 12087 9865 10011 15707 16104 18225 9426 3679 16197 18225 9426 10132 7333 9426 14195 16016 18225 9426 15513 15742 16197 16862 16868 9426 10011 14485 15506 15742 16016 16197 7333 18225 12922 14485 7333 7695 18225 194 9426 10132 11848 16685 9426 3679 16197 7333 16862 18225 18459 18400 11763 15506 15742 16197 18225 9426 13808 14195 7333 18225 9426 9742 3679 14195 16197 7333 18225 18459 7695 9426 10011 13808 14485 15742 16751 7333 18225 10011 11763 13290 15506 16197 7333 16862 18225 3679 7333 7695 9426 10011 13808 18459 10011 3679 13808 15742 18225 8954 9394 10011 13808 14099 15400 7333 16889 10132 11763 13808 14485 15742 16016 16265 7333 7695 18225 9426 10011 14195 15506 16197 9426 13808 14195 14485 7333 9426 7333 16862 18225 11848 9426 13808 14195 7333 18225 18459 602 9426 10011 14195 14942 7333 17324 17373 18449 136 9426 9865 3679 15742 7333 7695 18225 9426 13808 7333 16862 13731 9426 9742 10011 3679 14195 14485 9399 5021 14257 16197 7498 17324 18449 18461 18477 9426 12087 16265 18459 16197 7695 18225 12922 13808 7695 18225 9426 15513 15742 16862 18225 602 9426 3679 13808 15742 18225 18459 7425 9865 18225 9426 10011 14257 14485 15506 15742 16197 18225 9426 13808 7333 18225 18459 9426 9865 15742 7333 16862 16868 18225 18459 9426 13459 14195 14257 16685 18606 9426 10011 13626 14257 16578 16685 16862 16868 10011 16197 7333 16862 18225 9426 9865 10011 3679 15742 16197 16862 18225 18459 9426 10011 3679 4276 14025 14099 14195 14485 15513 15742 16197 16751 18225 
106922,1955 8202 10052 4035 16974 8864 
106924,1955 8202 10052 12548 16781 16974 19305 8864 
106970,
106972,16253 12606 12609 
106981,9810 
106983,5994 2939 15357 5994 5994 17299 
106986,697 1721 1805 3616 5704 6624 7542 816 4536 9810 1721 10753 7289 
106988,621 12168 12969 
106990,11592 16118 17236 17237 18979 8798 
106992,1501 
106996,904 
106998,1955 4685 10052 4035 5991 16974 8864 
107000,13204 5716 17528 13204 17528 3979 13204 5716 17528 
107002,9838 17632 
107011,
107013,8815 
107024,13224 17632 9989 13224 13405 17632 13376 
107042,7765 11005 12541 
107050,650 9810 3648 5823 7061 8032 
107052,14935 16224 16662 14935 16224 
107057,8822 
107061,5185 8563 
107067,
107069,379 12502 16928 18520 379 586 1555 12502 5776 18520 18979 586 18520 16928 586 1555 379 586 1555 18979 6390 586 1555 12502 17020 18979 379 18520 5262 17020 379 16928 18520 5776 586 1555 12502 379 12502 16928 18520 
107075,8815 9810 1587 
107081,1955 4740 10052 12579 4035 16974 19305 8864 
107083,9810 13107 13162 14195 14703 16253 
107096,10297 16570 
107098,8773 
107100,
107102,12688 13080 18520 
107106,15357 
107117,477 11048 11248 11704 17632 
107130,18099 2338 13204 14843 2338 2620 14843 15748 18520 904 
107132,7601 
107137,11918 14279 17528 7731 
107141,2317 13195 14843 8219 18520 10488 2317 2606 13195 14843 8219 18520 2317 15717 18520 2317 10488 2317 8219 2317 8219 2317 18400 2317 2606 8219 18520 4381 10488 13195 18431 2317 14843 18520 19277 905 
107143,16484 
107145,9637 11164 
107155,15973 
107159,1955 4647 10052 10063 10467 11544 16974 8864 
107161,1955 4647 10052 12358 4035 16974 7529 19305 8864 
107172,9692 10360 11326 
107174,6490 
107183,288 11535 
107185,904 
107188,1955 4740 10052 5820 16974 8864 
107196,9297 15742 16265 5518 5911 9297 11592 13620 
107199,16664 
107202,16664 
107207,8138 
107209,14510 
107213,11325 11378 4645 14235 5023 
107217,8996 8815 5781 18425 7940 8528 
107224,
107226,7005 
107238,
107243,9722 12425 5881 6266 17447 17447 17632 
107248,15353 
107252,8052 
107262,1955 4648 10052 16974 8864 
107264,1955 10052 10235 11234 16974 7529 8864 
107266,14843 
107274,10427 
107289,2025 
107299,18520 
107304,698 941 3594 14434 5382 3594 698 14434 5382 19174 698 14495 
107306,941 3594 14434 5382 7670 3594 9303 14434 19174 
107309,1488 1965 3498 4858 
107314,17585 8980 12827 18556 15357 16516 16584 
107316,14744 
107334,3398 
107338,13358 5733 9810 13358 
107342,1955 4685 10052 16974 8864 
107344,1955 8202 10052 4035 16974 8864 
107346,1955 4647 10052 16974 8864 
107348,7777 19165 16300 7777 17801 19165 348 7777 17801 19165 15091 17285 16300 7777 19165 17032 1857 7777 19165 7777 19165 348 16300 7777 19165 13841 17032 18098 2995 
107350,14506 
107352,126 9810 13204 8386 
107354,1015 14935 16662 
107357,827 1242 1375 4862 7508 11663 14557 
107359,
107361,10157 17632 
107368,7721 17658 15264 
107370,
107372,15357 
107380,7696 10157 17632 
107382,8705 17658 
107400,13204 
107404,904 
107406,11763 10643 15973 14090 10643 11763 13819 4468 15973 18242 1672 11763 17744 10643 11763 13446 13751 13819 4468 4770 15926 15973 17450 18242 18442 10132 13118 17814 4468 17450 17937 18442 11763 15973 10643 13751 13819 4770 18242 18442 18449 11763 13446 15926 15973 18442 18449 4770 15834 17432 17450 18442 18449 13446 15926 15973 15926 6518 11763 15973 16593 17450 15926 12732 12679 13446 15926 18930 10643 11763 13751 13819 4468 18242 4468 13446 17450 10643 11763 15973 17450 18242 15973 18449 19184 12732 6518 15973 17450 18899 18930 10643 11763 4468 15973 17450 11764 13118 4006 15834 17450 18899 10643 11763 13446 4770 15834 15926 15973 17450 17744 17814 137 11763 15834 15973 16593 18449 18899 18930 10643 11763 13751 13819 4468 15973 16593 17450 18242 18442 18449 18899 13819 4468 6518 18242 11763 15973 18449 905 1672 11704 4006 15973 16593 7645 17828 18242 18442 18449 10364 6518 15973 16593 16862 16883 17432 17467 17937 18442 18449 18899 
107408,13600 14910 7668 8606 
107410,12557 13600 16867 
107412,4929 16691 7668 4929 
107436,10132 12976 18248 15061 
107447,16265 14910 15163 16265 15881 15883 
107449,8815 9808 1721 16229 
107460,
107477,7454 
107499,5081 
107501,904 
107516,9005 
107537,14373 15353 17164 18738 14373 15353 18738 
107539,7447 
107541,9810 17398 
107555,824 
107563,8817 1721 1721 10543 1721 
107565,548 17358 3161 11142 3161 
107579,10860 13690 15988 16484 17470 
107591,18456 
107612,10350 12456 16577 3434 13080 
107614,9024 16806 8815 1721 
107617,10622 13204 15377 19176 11685 2899 19176 
107619,10536 10019 3824 3825 16197 19215 
107621,9708 17744 3824 5539 
107623,14935 16662 
107627,6473 9810 
107632,13019 17282 
107636,
107638,6895 
107640,
107643,8954 8980 945 10695 945 
107649,
107651,
107653,17236 
107662,1955 4740 10052 8864 
107673,185 906 10526 11912 13493 13925 14665 6492 16584 16758 17828 18785 19221 6492 
107675,5004 16584 12580 5004 14900 15881 16329 17769 
107684,27 9312 9692 17814 
107690,
107692,9637 13172 18520 16982 
107696,14935 7279 
107698,1278 4858 6914 7660 
107700,14843 904 
107702,10157 17632 1857 10157 17632 17029 
107704,14935 
107707,14926 
107710,14935 
107713,11592 11926 12724 14491 18804 18806 
107718,9024 9448 1027 14900 16132 16135 10210 12749 13841 2193 33 37 47 
107723,9303 13469 17983 8832 9303 
107725,9385 14412 15985 16867 18532 9385 14412 15985 16867 18532 
107730,15904 
107732,8995 15822 
107735,
107737,15357 8962 9378 10063 11763 12827 17285 11763 12827 10149 
107743,11592 12425 17632 17447 17632 
107745,8957 15881 
107754,14935 
107756,11580 
107758,9882 
107769,12464 12464 
107771,9469 13413 4241 17744 18789 9469 13413 4241 14910 15292 17744 18789 9469 4241 14910 8147 8221 18789 9469 4241 8147 9469 18932 14162 14926 18932 10695 13413 4241 14910 15863 17512 17744 8147 18789 12679 765 4241 8147 8221 18789 806 9469 11397 4241 14910 7636 8147 18932 4241 18789 9469 11326 12055 14910 8147 136 9469 15292 8147 8221 18932 18353 9469 10695 14910 17512 18932 
107778,5319 7983 
107780,8986 8998 9810 10434 
107827,8258 
107836,8986 
107848,9285 14491 18804 
107853,
107855,
107867,12686 13080 19322 
107875,904 
107883,137 
107885,
107890,4923 6040 7716 
107903,
107906,12413 16734 17261 
107910,11966 
107916,8973 9989 9996 11397 12219 12220 2967 2968 12596 3072 12604 3075 12611 14252 14257 15648 6497 16335 9989 12219 12219 12596 
107949,8989 9001 9024 9985 16157 17095 6712 9810 1587 5371 6712 
107951,358 
107953,8957 9303 9486 9708 10604 10986 12464 12541 14422 17285 17913 19044 9486 10986 3717 3714 
107955,14987 15502 17552 
107958,10461 10604 17285 17814 4523 
107960,5769 15357 
107962,10132 
107972,8682 
107978,3587 16479 16589 11776 
107980,1324 1843 4035 5872 6551 19023 9810 9821 9872 11059 12446 18407 18449 18979 8606 7425 17386 9004 1843 5872 6551 
107982,9858 12827 13291 13706 15386 15657 16003 16783 17204 
107987,2620 16712 18520 
107990,
107997,8649 17264 9469 10364 10366 10608 10835 10890 11074 11588 2409 12168 12709 3636 3644 15881 15886 16958 17330 17398 17945 8432 
107999,182 
108001,
108005,904 
108007,904 
108014,126 10836 10837 5824 8957 9025 11663 
108016,9152 9810 18965 8798 9148 9810 8798 
108041,8973 10891 2620 2899 2968 3074 3369 13262 13266 13267 14373 14381 7675 8099 18556 3369 
108043,4309 8863 18353 
108046,
108052,288 11337 11535 3075 13219 13267 7947 1725 288 11535 
108054,16734 18039 
108056,6524 
108063,8241 
108065,3459 
108070,
108076,17974 
108078,1988 
108085,9692 9741 11485 14910 16920 
108088,6368 
108100,11048 15904 17883 11048 15904 17883 
108120,904 
108125,8749 
108130,
108132,944 5630 17937 944 
108134,16484 10860 16079 17000 
108136,5660 7161 
108143,9415 15620 15621 15620 
108146,457 19342 
108149,2959 10830 
108153,14460 
108156,4702 10266 4702 15881 10266 15881 846 10266 15881 8392 
108158,904 
108160,3613 
108186,
108188,335 934 16016 934 934 934 3910 335 16016 3717 3714 9004 335 934 3910 
108190,9810 11763 9350 9756 11763 14198 16016 16050 17937 8065 9350 9486 9756 9815 10564 10604 11763 14325 14330 15834 16050 17285 18666 9815 11763 12281 8065 9810 15834 12281 11763 15084 15972 11763 9810 11763 12281 9815 14325 14330 11763 12281 1029 9810 11763 12281 13150 16883 1029 1032 12281 13150 14198 16883 7484 8065 11763 5126 9756 15834 9810 11763 15084 11763 15834 8957 9810 11763 12316 16883 7484 17779 11763 7484 9350 9810 1032 11763 14198 15592 16050 8506 9810 10921 11763 12281 11763 17779 15084 16016 17937 18666 905 2025 3717 3714 1027 11763 3940 8065 16589 
108192,8680 16039 13320 16685 
108202,
108209,6497 
108212,12219 2899 2967 2968 12592 12596 3075 2967 12596 
108214,
108216,11860 17237 19341 
108220,4139 
108237,2899 2967 2968 3950 3717 
